,date,country,which_device,medium_grouped,which_page_altered,sessions,funnel_sessions,par
2456,20180302,India,mobile_web,b2b,homepage,8,3,0.375
2457,20180302,India,mobile_web,b2b,landingpage,1,0,0.0
2458,20180302,India,mobile_web,b2bwidgets,homepage,1,1,1.0
2459,20180302,India,mobile_web,cpc,homepage,62,14,0.22580645161290322
2460,20180302,India,mobile_web,cpc,landingpage,2,1,0.5
2461,20180302,India,mobile_web,cpc,others,2,0,0.0
2462,20180302,India,mobile_web,direct,homepage,52,20,0.38461538461538464
2463,20180302,India,mobile_web,direct,landingpage,3,0,0.0
2464,20180302,India,mobile_web,direct,others,1,0,0.0
2465,20180302,India,mobile_web,display,homepage,1,0,0.0
2466,20180302,India,mobile_web,email,homepage,3,3,1.0
2467,20180302,India,mobile_web,flightsearch,homepage,1,0,0.0
2468,20180302,India,mobile_web,organic,homepage,45,19,0.4222222222222222
2469,20180302,India,mobile_web,organic,landingpage,12,7,0.5833333333333334
2470,20180302,India,mobile_web,ppc,homepage,1,0,0.0
2471,20180302,India,mobile_web,referral,homepage,21,1,0.047619047619047616
2472,20180302,India,mobile_web,social paid,homepage,2,1,0.5
2473,20180302,India,windows,affiliate,homepage,4,1,0.25
2474,20180302,India,windows,b2b,homepage,7,3,0.42857142857142855
2475,20180302,India,windows,b2bwidgets,homepage,1,1,1.0
2476,20180302,India,windows,cpc,homepage,22,5,0.22727272727272727
2477,20180302,India,windows,cpc,landingpage,1,1,1.0
2478,20180302,India,windows,cpc,others,1,0,0.0
2479,20180302,India,windows,direct,homepage,18,10,0.5555555555555556
2480,20180302,India,windows,email,homepage,3,1,0.3333333333333333
2481,20180302,India,windows,organic,homepage,47,16,0.3404255319148936
2482,20180302,India,windows,organic,landingpage,5,4,0.8
2483,20180302,India,windows,referral,homepage,6,5,0.8333333333333334
2484,20180302,India,windows,social paid,homepage,1,0,0.0
2485,20180302,Indonesia,mobile_web,b2b,others,1,0,0.0
2486,20180302,Indonesia,mobile_web,cpc,homepage,4,2,0.5
2487,20180302,Indonesia,mobile_web,direct,homepage,13,5,0.38461538461538464
2488,20180302,Indonesia,mobile_web,direct,landingpage,32,3,0.09375
2489,20180302,Indonesia,mobile_web,direct,others,3,0,0.0
2490,20180302,Indonesia,mobile_web,email,homepage,2,0,0.0
2491,20180302,Indonesia,mobile_web,en-us_us,homepage,1,1,1.0
2492,20180302,Indonesia,mobile_web,organic,homepage,28,10,0.35714285714285715
2493,20180302,Indonesia,mobile_web,organic,landingpage,32,16,0.5
2494,20180302,Indonesia,mobile_web,organic,others,1,0,0.0
2495,20180302,Indonesia,mobile_web,referral,homepage,2,1,0.5
2496,20180302,Indonesia,windows,affiliate,homepage,1,0,0.0
2497,20180302,Indonesia,windows,b2b,homepage,2,1,0.5
2498,20180302,Indonesia,windows,cpc,homepage,9,6,0.6666666666666666
2499,20180302,Indonesia,windows,direct,homepage,9,4,0.4444444444444444
2500,20180302,Indonesia,windows,direct,landingpage,1,0,0.0
2501,20180302,Indonesia,windows,display,homepage,1,1,1.0
2502,20180302,Indonesia,windows,organic,homepage,22,9,0.4090909090909091
2503,20180302,Indonesia,windows,organic,landingpage,14,7,0.5
2504,20180302,Iran,mobile_web,direct,homepage,2,2,1.0
2505,20180302,Iran,mobile_web,email,homepage,1,1,1.0
2506,20180302,Iran,mobile_web,organic,homepage,3,1,0.3333333333333333
2507,20180302,Iran,mobile_web,organic,landingpage,2,2,1.0
2508,20180302,Iran,windows,direct,homepage,2,0,0.0
2509,20180302,Iran,windows,organic,homepage,1,0,0.0
2510,20180302,Iran,windows,organic,landingpage,1,1,1.0
2511,20180302,Iran,windows,referral,homepage,1,1,1.0
2512,20180302,Iraq,mobile_web,organic,landingpage,2,2,1.0
2513,20180302,Iraq,windows,organic,homepage,2,0,0.0
2514,20180302,Ireland,mobile_web,(not set),homepage,1,0,0.0
2515,20180302,Ireland,mobile_web,affiliate,homepage,4,3,0.75
2516,20180302,Ireland,mobile_web,cpc,homepage,37,22,0.5945945945945946
2517,20180302,Ireland,mobile_web,cpc,landingpage,2,0,0.0
2518,20180302,Ireland,mobile_web,direct,homepage,56,37,0.6607142857142857
2519,20180302,Ireland,mobile_web,direct,landingpage,10,9,0.9
2520,20180302,Ireland,mobile_web,display,homepage,5,4,0.8
2521,20180302,Ireland,mobile_web,display,others,1,0,0.0
2522,20180302,Ireland,mobile_web,email,homepage,9,8,0.8888888888888888
2523,20180302,Ireland,mobile_web,organic,homepage,69,51,0.7391304347826086
2524,20180302,Ireland,mobile_web,organic,landingpage,142,134,0.9436619718309859
2525,20180302,Ireland,mobile_web,organic,others,1,0,0.0
2526,20180302,Ireland,mobile_web,referral,homepage,3,1,0.3333333333333333
2527,20180302,Ireland,windows,affiliate,homepage,1,1,1.0
2528,20180302,Ireland,windows,cpc,homepage,27,19,0.7037037037037037
2529,20180302,Ireland,windows,cpc,landingpage,1,1,1.0
2530,20180302,Ireland,windows,direct,homepage,54,32,0.5925925925925926
2531,20180302,Ireland,windows,display,homepage,2,1,0.5
2532,20180302,Ireland,windows,email,homepage,1,1,1.0
2533,20180302,Ireland,windows,organic,homepage,68,54,0.7941176470588235
2534,20180302,Ireland,windows,organic,landingpage,85,75,0.8823529411764706
2535,20180302,Ireland,windows,referral,homepage,17,4,0.23529411764705882
2536,20180302,Israel,mobile_web,affiliate,homepage,2,1,0.5
2537,20180302,Israel,mobile_web,b2b,homepage,1,0,0.0
2538,20180302,Israel,mobile_web,b2bwidgets,homepage,1,0,0.0
2539,20180302,Israel,mobile_web,cpc,homepage,27,13,0.48148148148148145
2540,20180302,Israel,mobile_web,direct,homepage,20,15,0.75
2541,20180302,Israel,mobile_web,direct,landingpage,1,1,1.0
2542,20180302,Israel,mobile_web,email,homepage,3,3,1.0
2543,20180302,Israel,mobile_web,organic,homepage,32,27,0.84375
2544,20180302,Israel,mobile_web,organic,landingpage,16,14,0.875
2545,20180302,Israel,windows,affiliate,homepage,6,5,0.8333333333333334
2546,20180302,Israel,windows,affiliate,landingpage,1,1,1.0
2547,20180302,Israel,windows,cpc,homepage,31,24,0.7741935483870968
2548,20180302,Israel,windows,cpc,landingpage,1,0,0.0
2549,20180302,Israel,windows,direct,homepage,30,27,0.9
2550,20180302,Israel,windows,display,homepage,1,1,1.0
2551,20180302,Israel,windows,email,homepage,2,2,1.0
2552,20180302,Israel,windows,organic,homepage,67,58,0.8656716417910447
2553,20180302,Israel,windows,organic,landingpage,11,10,0.9090909090909091
2554,20180302,Israel,windows,ppc,homepage,1,1,1.0
2555,20180302,Israel,windows,referral,homepage,9,8,0.8888888888888888
2556,20180302,Israel,windows,referral,landingpage,1,1,1.0
2557,20180302,Italy,mobile_web,affiliate,homepage,137,31,0.22627737226277372
2558,20180302,Italy,mobile_web,affiliate,landingpage,6,2,0.3333333333333333
2559,20180302,Italy,mobile_web,affiliate,others,1,0,0.0
2560,20180302,Italy,mobile_web,b2b,homepage,2,0,0.0
2561,20180302,Italy,mobile_web,b2bwidgets,homepage,1,1,1.0
2562,20180302,Italy,mobile_web,cpc,homepage,171,103,0.6023391812865497
2563,20180302,Italy,mobile_web,cpc,landingpage,31,21,0.6774193548387096
2564,20180302,Italy,mobile_web,cpc,others,4,2,0.5
2565,20180302,Italy,mobile_web,direct,homepage,156,111,0.7115384615384616
2566,20180302,Italy,mobile_web,direct,landingpage,20,12,0.6
2567,20180302,Italy,mobile_web,display,homepage,6,3,0.5
2568,20180302,Italy,mobile_web,display,landingpage,1,1,1.0
2569,20180302,Italy,mobile_web,email,homepage,11,5,0.45454545454545453
2570,20180302,Italy,mobile_web,organic,homepage,408,305,0.7475490196078431
2571,20180302,Italy,mobile_web,organic,landingpage,206,164,0.7961165048543689
2572,20180302,Italy,mobile_web,organic,others,8,1,0.125
2573,20180302,Italy,mobile_web,ppc,homepage,2,2,1.0
2574,20180302,Italy,mobile_web,referral,homepage,4,0,0.0
2575,20180302,Italy,mobile_web,social,homepage,2,0,0.0
2576,20180302,Italy,windows,affiliate,homepage,88,25,0.2840909090909091
2577,20180302,Italy,windows,affiliate,landingpage,3,1,0.3333333333333333
2578,20180302,Italy,windows,b2b,homepage,2,1,0.5
2579,20180302,Italy,windows,cpc,homepage,102,73,0.7156862745098039
2580,20180302,Italy,windows,cpc,landingpage,5,5,1.0
2581,20180302,Italy,windows,direct,homepage,110,79,0.7181818181818181
2582,20180302,Italy,windows,direct,landingpage,3,3,1.0
2583,20180302,Italy,windows,direct,others,3,1,0.3333333333333333
2584,20180302,Italy,windows,display,homepage,6,5,0.8333333333333334
2585,20180302,Italy,windows,email,homepage,9,7,0.7777777777777778
2586,20180302,Italy,windows,email,landingpage,1,0,0.0
2587,20180302,Italy,windows,organic,homepage,441,345,0.782312925170068
2588,20180302,Italy,windows,organic,landingpage,176,144,0.8181818181818182
2589,20180302,Italy,windows,organic,others,7,5,0.7142857142857143
2590,20180302,Italy,windows,ppc,homepage,14,11,0.7857142857142857
2591,20180302,Italy,windows,referral,homepage,22,18,0.8181818181818182
2592,20180302,Italy,windows,referral,landingpage,2,2,1.0
2593,20180302,Italy,windows,social,homepage,3,0,0.0
2594,20180302,Italy,windows,social paid,homepage,5,5,1.0
2595,20180302,Jamaica,mobile_web,organic,homepage,1,1,1.0
2596,20180302,Jamaica,windows,b2b,homepage,1,1,1.0
2597,20180302,Japan,mobile_web,affiliate,homepage,1,0,0.0
2598,20180302,Japan,mobile_web,affiliate,landingpage,1,1,1.0
2599,20180302,Japan,mobile_web,b2b,homepage,1,0,0.0
2600,20180302,Japan,mobile_web,cpc,homepage,43,14,0.32558139534883723
2601,20180302,Japan,mobile_web,cpc,landingpage,2,2,1.0
2602,20180302,Japan,mobile_web,direct,homepage,24,7,0.2916666666666667
2603,20180302,Japan,mobile_web,direct,landingpage,17,4,0.23529411764705882
2604,20180302,Japan,mobile_web,display,homepage,4,1,0.25
2605,20180302,Japan,mobile_web,email,homepage,4,2,0.5
2606,20180302,Japan,mobile_web,email,others,1,0,0.0
2607,20180302,Japan,mobile_web,organic,homepage,83,31,0.37349397590361444
2608,20180302,Japan,mobile_web,organic,landingpage,94,66,0.7021276595744681
2609,20180302,Japan,mobile_web,organic,others,1,0,0.0
2610,20180302,Japan,mobile_web,partner,homepage,39,10,0.2564102564102564
2611,20180302,Japan,mobile_web,partner,landingpage,1,1,1.0
2612,20180302,Japan,mobile_web,partner,others,2,0,0.0
2613,20180302,Japan,mobile_web,ppc,homepage,1,1,1.0
2614,20180302,Japan,mobile_web,referral,homepage,9,3,0.3333333333333333
2615,20180302,Japan,mobile_web,referral,landingpage,2,2,1.0
2616,20180302,Japan,mobile_web,social,homepage,1,0,0.0
2617,20180302,Japan,mobile_web,social paid,homepage,2,1,0.5
2618,20180302,Japan,windows,affiliate,homepage,6,0,0.0
2619,20180302,Japan,windows,affiliate,landingpage,1,0,0.0
2620,20180302,Japan,windows,affiliate,others,1,0,0.0
2621,20180302,Japan,windows,b2b,homepage,1,1,1.0
2622,20180302,Japan,windows,cpc,homepage,14,6,0.42857142857142855
2623,20180302,Japan,windows,direct,homepage,16,8,0.5
2624,20180302,Japan,windows,direct,landingpage,1,0,0.0
2625,20180302,Japan,windows,display,homepage,2,0,0.0
2626,20180302,Japan,windows,email,homepage,2,1,0.5
2627,20180302,Japan,windows,organic,homepage,54,24,0.4444444444444444
2628,20180302,Japan,windows,organic,landingpage,35,21,0.6
2629,20180302,Japan,windows,paid content promotion,landingpage,1,0,0.0
2630,20180302,Japan,windows,partner,homepage,22,10,0.45454545454545453
2631,20180302,Japan,windows,referral,homepage,5,2,0.4
2632,20180302,Japan,windows,social paid,homepage,2,0,0.0
2633,20180302,Jersey,mobile_web,(not set),homepage,1,0,0.0
2634,20180302,Jersey,mobile_web,organic,homepage,7,5,0.7142857142857143
2635,20180302,Jersey,mobile_web,organic,landingpage,2,1,0.5
2636,20180302,Jersey,mobile_web,ppc,homepage,1,0,0.0
2637,20180302,Jersey,windows,organic,homepage,1,1,1.0
2638,20180302,Jordan,mobile_web,b2b,homepage,1,1,1.0
2639,20180302,Jordan,mobile_web,organic,homepage,1,1,1.0
2640,20180302,Jordan,mobile_web,organic,landingpage,1,1,1.0
2641,20180302,Jordan,windows,organic,homepage,6,2,0.3333333333333333
2642,20180302,Jordan,windows,organic,landingpage,1,1,1.0
2643,20180302,Kazakhstan,mobile_web,direct,homepage,3,1,0.3333333333333333
2644,20180302,Kazakhstan,mobile_web,direct,landingpage,1,1,1.0
2645,20180302,Kazakhstan,mobile_web,organic,homepage,3,2,0.6666666666666666
2646,20180302,Kazakhstan,mobile_web,organic,landingpage,2,1,0.5
2647,20180302,Kazakhstan,mobile_web,referral,homepage,3,2,0.6666666666666666
2648,20180302,Kazakhstan,windows,affiliate,homepage,23,1,0.043478260869565216
2649,20180302,Kazakhstan,windows,affiliate,others,2,0,0.0
2650,20180302,Kazakhstan,windows,b2b,homepage,1,1,1.0
2651,20180302,Kazakhstan,windows,cpc,homepage,1,0,0.0
2652,20180302,Kazakhstan,windows,direct,homepage,7,1,0.14285714285714285
2653,20180302,Kazakhstan,windows,organic,homepage,2,2,1.0
2654,20180302,Kazakhstan,windows,organic,landingpage,5,3,0.6
2655,20180302,Kenya,mobile_web,b2b,homepage,1,1,1.0
2656,20180302,Kenya,mobile_web,direct,homepage,1,0,0.0
2657,20180302,Kenya,mobile_web,organic,homepage,3,2,0.6666666666666666
2658,20180302,Kenya,windows,organic,homepage,1,1,1.0
2659,20180302,Kenya,windows,organic,landingpage,1,0,0.0
2660,20180302,Kosovo,mobile_web,organic,homepage,2,1,0.5
2661,20180302,Kosovo,windows,email,homepage,1,1,1.0
2662,20180302,Kuwait,mobile_web,affiliate,homepage,1,0,0.0
2663,20180302,Kuwait,mobile_web,direct,homepage,7,3,0.42857142857142855
2664,20180302,Kuwait,mobile_web,direct,landingpage,1,0,0.0
2665,20180302,Kuwait,mobile_web,email,homepage,3,2,0.6666666666666666
2666,20180302,Kuwait,mobile_web,organic,homepage,13,9,0.6923076923076923
2667,20180302,Kuwait,mobile_web,organic,landingpage,1,1,1.0
2668,20180302,Kuwait,windows,b2b,homepage,1,1,1.0
2669,20180302,Kuwait,windows,direct,homepage,2,2,1.0
2670,20180302,Kuwait,windows,organic,homepage,9,6,0.6666666666666666
2671,20180302,Kuwait,windows,referral,homepage,2,0,0.0
2672,20180302,Kyrgyzstan,mobile_web,cpc,homepage,1,0,0.0
2673,20180302,Kyrgyzstan,mobile_web,organic,landingpage,1,1,1.0
2674,20180302,Laos,mobile_web,organic,homepage,1,1,1.0
2675,20180302,Laos,mobile_web,organic,landingpage,1,0,0.0
2676,20180302,Laos,windows,direct,homepage,1,0,0.0
2677,20180302,Latvia,mobile_web,affiliate,homepage,2,2,1.0
2678,20180302,Latvia,mobile_web,direct,homepage,5,3,0.6
2679,20180302,Latvia,mobile_web,organic,homepage,5,3,0.6
2680,20180302,Latvia,mobile_web,organic,landingpage,3,2,0.6666666666666666
2681,20180302,Latvia,mobile_web,referral,homepage,1,1,1.0
2682,20180302,Latvia,windows,affiliate,homepage,1,1,1.0
2683,20180302,Latvia,windows,direct,homepage,5,4,0.8
2684,20180302,Latvia,windows,organic,homepage,6,4,0.6666666666666666
2685,20180302,Latvia,windows,organic,landingpage,12,11,0.9166666666666666
2686,20180302,Lebanon,mobile_web,affiliate,homepage,1,1,1.0
2687,20180302,Lebanon,mobile_web,b2b,homepage,2,1,0.5
2688,20180302,Lebanon,mobile_web,direct,homepage,1,1,1.0
2689,20180302,Lebanon,mobile_web,display,homepage,1,1,1.0
2690,20180302,Lebanon,mobile_web,organic,homepage,5,3,0.6
2691,20180302,Lebanon,mobile_web,referral,homepage,1,0,0.0
2692,20180302,Lebanon,windows,direct,homepage,5,4,0.8
2693,20180302,Lebanon,windows,organic,homepage,3,2,0.6666666666666666
2694,20180302,Lebanon,windows,organic,landingpage,1,1,1.0
2695,20180302,Lithuania,mobile_web,direct,homepage,4,3,0.75
2696,20180302,Lithuania,mobile_web,organic,homepage,4,2,0.5
2697,20180302,Lithuania,mobile_web,organic,landingpage,13,10,0.7692307692307693
2698,20180302,Lithuania,mobile_web,referral,homepage,1,0,0.0
2699,20180302,Lithuania,windows,affiliate,homepage,3,2,0.6666666666666666
2700,20180302,Lithuania,windows,direct,homepage,6,4,0.6666666666666666
2701,20180302,Lithuania,windows,organic,homepage,14,12,0.8571428571428571
2702,20180302,Lithuania,windows,organic,landingpage,7,5,0.7142857142857143
2703,20180302,Lithuania,windows,referral,homepage,1,1,1.0
2704,20180302,Luxembourg,mobile_web,direct,homepage,2,2,1.0
2705,20180302,Luxembourg,mobile_web,organic,homepage,7,4,0.5714285714285714
2706,20180302,Luxembourg,mobile_web,referral,homepage,1,1,1.0
2707,20180302,Luxembourg,windows,affiliate,homepage,3,0,0.0
2708,20180302,Luxembourg,windows,organic,homepage,2,2,1.0
2709,20180302,Luxembourg,windows,referral,homepage,2,1,0.5
2710,20180302,Macau,mobile_web,cpc,homepage,1,0,0.0
2711,20180302,Macau,mobile_web,direct,landingpage,1,0,0.0
2712,20180302,Macau,mobile_web,display,homepage,1,0,0.0
2713,20180302,Macau,mobile_web,email,homepage,1,1,1.0
2714,20180302,Macau,mobile_web,organic,homepage,5,3,0.6
2715,20180302,Macau,mobile_web,organic,landingpage,2,2,1.0
2716,20180302,Macau,windows,display,homepage,1,0,0.0
2717,20180302,Macau,windows,organic,homepage,2,1,0.5
2718,20180302,Macau,windows,organic,landingpage,3,2,0.6666666666666666
2719,20180302,Macau,windows,referral,landingpage,1,1,1.0
2720,20180302,Macedonia (FYROM),mobile_web,direct,homepage,1,0,0.0
2721,20180302,Macedonia (FYROM),mobile_web,organic,homepage,3,0,0.0
2722,20180302,Macedonia (FYROM),mobile_web,organic,landingpage,1,1,1.0
2723,20180302,Macedonia (FYROM),windows,direct,homepage,2,2,1.0
2724,20180302,Malaysia,mobile_web,affiliate,homepage,1,0,0.0
2725,20180302,Malaysia,mobile_web,cpc,homepage,13,2,0.15384615384615385
2726,20180302,Malaysia,mobile_web,cpc,landingpage,6,2,0.3333333333333333
2727,20180302,Malaysia,mobile_web,cpc,others,1,1,1.0
2728,20180302,Malaysia,mobile_web,direct,homepage,22,12,0.5454545454545454
2729,20180302,Malaysia,mobile_web,direct,landingpage,12,3,0.25
2730,20180302,Malaysia,mobile_web,direct,others,1,0,0.0
2731,20180302,Malaysia,mobile_web,email,homepage,4,2,0.5
2732,20180302,Malaysia,mobile_web,organic,homepage,25,12,0.48
2733,20180302,Malaysia,mobile_web,organic,landingpage,59,37,0.6271186440677966
2734,20180302,Malaysia,mobile_web,organic,others,3,0,0.0
2735,20180302,Malaysia,mobile_web,referral,homepage,3,1,0.3333333333333333
2736,20180302,Malaysia,mobile_web,referral,landingpage,1,0,0.0
2737,20180302,Malaysia,windows,affiliate,homepage,4,1,0.25
2738,20180302,Malaysia,windows,cpc,homepage,14,8,0.5714285714285714
2739,20180302,Malaysia,windows,cpc,landingpage,10,8,0.8
2740,20180302,Malaysia,windows,direct,homepage,12,6,0.5
2741,20180302,Malaysia,windows,direct,landingpage,1,1,1.0
2742,20180302,Malaysia,windows,en-gb_uk,homepage,1,0,0.0
2743,20180302,Malaysia,windows,flightsearch,homepage,1,1,1.0
2744,20180302,Malaysia,windows,organic,homepage,19,10,0.5263157894736842
2745,20180302,Malaysia,windows,organic,landingpage,30,22,0.7333333333333333
2746,20180302,Malaysia,windows,referral,homepage,5,2,0.4
2747,20180302,Maldives,mobile_web,organic,landingpage,1,1,1.0
2748,20180302,Maldives,windows,organic,homepage,1,1,1.0
2749,20180302,Malta,mobile_web,direct,homepage,3,1,0.3333333333333333
2750,20180302,Malta,mobile_web,organic,homepage,5,2,0.4
2751,20180302,Malta,windows,direct,homepage,3,3,1.0
2752,20180302,Malta,windows,email,homepage,1,1,1.0
2753,20180302,Malta,windows,organic,homepage,10,9,0.9
2754,20180302,Malta,windows,organic,landingpage,1,1,1.0
2755,20180302,Malta,windows,referral,homepage,2,1,0.5
2756,20180302,Martinique,mobile_web,organic,landingpage,1,0,0.0
2757,20180302,Mauritania,windows,organic,homepage,1,1,1.0
2758,20180302,Mauritius,mobile_web,b2b,homepage,1,1,1.0
2759,20180302,Mauritius,mobile_web,direct,homepage,1,0,0.0
2760,20180302,Mauritius,mobile_web,organic,landingpage,1,1,1.0
2761,20180302,Mayotte,mobile_web,organic,homepage,1,1,1.0
2762,20180302,Mexico,mobile_web,affiliate,homepage,3,3,1.0
2763,20180302,Mexico,mobile_web,cpc,homepage,4,3,0.75
2764,20180302,Mexico,mobile_web,direct,homepage,14,9,0.6428571428571429
2765,20180302,Mexico,mobile_web,email,homepage,5,5,1.0
2766,20180302,Mexico,mobile_web,organic,homepage,27,16,0.5925925925925926
2767,20180302,Mexico,mobile_web,organic,landingpage,3,2,0.6666666666666666
2768,20180302,Mexico,mobile_web,referral,homepage,3,1,0.3333333333333333
2769,20180302,Mexico,mobile_web,referral,landingpage,1,0,0.0
2770,20180302,Mexico,mobile_web,social,homepage,2,0,0.0
2771,20180302,Mexico,mobile_web,social paid,homepage,1,0,0.0
2772,20180302,Mexico,windows,affiliate,homepage,1,0,0.0
2773,20180302,Mexico,windows,b2b,homepage,3,2,0.6666666666666666
2774,20180302,Mexico,windows,cpc,homepage,7,4,0.5714285714285714
2775,20180302,Mexico,windows,direct,homepage,6,4,0.6666666666666666
2776,20180302,Mexico,windows,email,homepage,6,3,0.5
2777,20180302,Mexico,windows,organic,homepage,22,19,0.8636363636363636
2778,20180302,Mexico,windows,organic,landingpage,1,1,1.0
2779,20180302,Mexico,windows,organic,others,1,0,0.0
2780,20180302,Mexico,windows,referral,homepage,4,3,0.75
2781,20180302,Mexico,windows,social,homepage,1,1,1.0
2782,20180302,Mexico,windows,social paid,homepage,2,0,0.0
2783,20180302,Moldova,mobile_web,affiliate,homepage,1,1,1.0
2784,20180302,Moldova,mobile_web,direct,homepage,3,1,0.3333333333333333
2785,20180302,Moldova,mobile_web,direct,landingpage,1,0,0.0
2786,20180302,Moldova,mobile_web,organic,homepage,1,1,1.0
2787,20180302,Moldova,mobile_web,organic,landingpage,1,0,0.0
2788,20180302,Moldova,mobile_web,referral,homepage,1,0,0.0
2789,20180302,Moldova,windows,affiliate,homepage,1,0,0.0
2790,20180302,Moldova,windows,organic,landingpage,1,0,0.0
2791,20180302,Monaco,mobile_web,direct,homepage,1,1,1.0
2792,20180302,Monaco,mobile_web,organic,homepage,2,2,1.0
2793,20180302,Monaco,mobile_web,organic,landingpage,1,1,1.0
2794,20180302,Monaco,windows,affiliate,homepage,1,1,1.0
2795,20180302,Mongolia,mobile_web,direct,homepage,1,0,0.0
2796,20180302,Mongolia,windows,referral,landingpage,1,0,0.0
2797,20180302,Montenegro,mobile_web,organic,landingpage,1,0,0.0
2798,20180302,Montenegro,windows,email,homepage,2,0,0.0
2799,20180302,Montenegro,windows,organic,landingpage,1,0,0.0
2800,20180302,Morocco,mobile_web,direct,homepage,7,4,0.5714285714285714
2801,20180302,Morocco,mobile_web,direct,landingpage,1,1,1.0
2802,20180302,Morocco,mobile_web,display,homepage,1,0,0.0
2803,20180302,Morocco,mobile_web,email,homepage,1,0,0.0
2804,20180302,Morocco,mobile_web,organic,homepage,10,8,0.8
2805,20180302,Morocco,mobile_web,ppc,homepage,1,0,0.0
2806,20180302,Morocco,mobile_web,referral,homepage,2,0,0.0
2807,20180302,Morocco,windows,cpc,homepage,1,1,1.0
2808,20180302,Morocco,windows,direct,landingpage,1,0,0.0
2809,20180302,Morocco,windows,email,homepage,2,2,1.0
2810,20180302,Morocco,windows,organic,homepage,9,6,0.6666666666666666
2811,20180302,Morocco,windows,organic,landingpage,1,1,1.0
2812,20180302,Morocco,windows,ppc,homepage,1,0,0.0
2813,20180302,Mozambique,windows,organic,homepage,1,1,1.0
2814,20180302,Mozambique,windows,organic,landingpage,1,1,1.0
2815,20180302,Myanmar (Burma),mobile_web,direct,homepage,3,1,0.3333333333333333
2816,20180302,Myanmar (Burma),mobile_web,organic,homepage,3,2,0.6666666666666666
2817,20180302,Myanmar (Burma),mobile_web,referral,landingpage,1,1,1.0
2818,20180302,Myanmar (Burma),windows,organic,homepage,1,0,0.0
2819,20180302,Namibia,windows,direct,homepage,1,1,1.0
2820,20180302,Namibia,windows,organic,landingpage,1,1,1.0
2821,20180302,Nepal,mobile_web,b2b,homepage,1,0,0.0
2822,20180302,Nepal,mobile_web,organic,homepage,2,2,1.0
2823,20180302,Nepal,windows,b2b,homepage,1,1,1.0
2824,20180302,Nepal,windows,direct,homepage,1,1,1.0
2825,20180302,Nepal,windows,organic,homepage,1,1,1.0
2826,20180302,Netherlands,mobile_web,(not set),homepage,3,0,0.0
2827,20180302,Netherlands,mobile_web,affiliate,homepage,12,7,0.5833333333333334
2828,20180302,Netherlands,mobile_web,affiliate,landingpage,3,0,0.0
2829,20180302,Netherlands,mobile_web,b2b,homepage,2,1,0.5
2830,20180302,Netherlands,mobile_web,cpc,homepage,60,26,0.43333333333333335
2831,20180302,Netherlands,mobile_web,cpc,landingpage,4,1,0.25
2832,20180302,Netherlands,mobile_web,direct,homepage,69,45,0.6521739130434783
2833,20180302,Netherlands,mobile_web,direct,landingpage,6,6,1.0
2834,20180302,Netherlands,mobile_web,display,homepage,3,3,1.0
2835,20180302,Netherlands,mobile_web,display,others,1,0,0.0
2836,20180302,Netherlands,mobile_web,email,homepage,5,4,0.8
2837,20180302,Netherlands,mobile_web,organic,homepage,102,77,0.7549019607843137
2838,20180302,Netherlands,mobile_web,organic,landingpage,86,69,0.8023255813953488
2839,20180302,Netherlands,mobile_web,organic,others,1,0,0.0
2840,20180302,Netherlands,mobile_web,referral,homepage,3,2,0.6666666666666666
2841,20180302,Netherlands,mobile_web,referral,landingpage,1,1,1.0
2842,20180302,Netherlands,windows,affiliate,homepage,30,10,0.3333333333333333
2843,20180302,Netherlands,windows,affiliate,landingpage,2,0,0.0
2844,20180302,Netherlands,windows,affiliate,others,3,0,0.0
2845,20180302,Netherlands,windows,b2b,homepage,6,5,0.8333333333333334
2846,20180302,Netherlands,windows,cpc,homepage,59,41,0.6949152542372882
2847,20180302,Netherlands,windows,cpc,landingpage,1,1,1.0
2848,20180302,Netherlands,windows,direct,homepage,52,40,0.7692307692307693
2849,20180302,Netherlands,windows,direct,landingpage,3,2,0.6666666666666666
2850,20180302,Netherlands,windows,display,homepage,3,2,0.6666666666666666
2851,20180302,Netherlands,windows,email,homepage,6,5,0.8333333333333334
2852,20180302,Netherlands,windows,organic,homepage,113,88,0.7787610619469026
2853,20180302,Netherlands,windows,organic,landingpage,75,67,0.8933333333333333
2854,20180302,Netherlands,windows,organic,others,1,0,0.0
2855,20180302,Netherlands,windows,ppc,homepage,1,1,1.0
2856,20180302,Netherlands,windows,referral,homepage,11,10,0.9090909090909091
2857,20180302,Netherlands,windows,referral,landingpage,3,2,0.6666666666666666
2858,20180302,New Caledonia,mobile_web,organic,landingpage,1,0,0.0
2859,20180302,New Caledonia,windows,organic,homepage,1,0,0.0
2860,20180302,New Zealand,mobile_web,(not set),homepage,1,1,1.0
2861,20180302,New Zealand,mobile_web,affiliate,homepage,2,0,0.0
2862,20180302,New Zealand,mobile_web,cpc,homepage,13,6,0.46153846153846156
2863,20180302,New Zealand,mobile_web,direct,homepage,18,16,0.8888888888888888
2864,20180302,New Zealand,mobile_web,direct,landingpage,3,2,0.6666666666666666
2865,20180302,New Zealand,mobile_web,email,homepage,6,3,0.5
2866,20180302,New Zealand,mobile_web,organic,homepage,20,16,0.8
2867,20180302,New Zealand,mobile_web,organic,landingpage,22,19,0.8636363636363636
2868,20180302,New Zealand,mobile_web,ppc,homepage,1,1,1.0
